Suchbegriff aus hochgeladener Datei;Wirkstoff;Markenname des Medikaments;ATC-Code;Kapitelname;Satz, der das Wort enthält;Link zur Online-Referenz
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Wirksamkeit und Sicherheit von Viekirax ohne Exviera mit oder ohne Ribavirin wurde in zwei klinischen Studien bei Patienten mit chronischer Hepatitis-C-Infektion, Genotyp 4 (GT4), untersucht. In beiden Studien wurde Ombitasvir/Paritaprevir/Ritonavir in der Dosierung 25 mg/150 mg/100 mg einmal täglich mit Nahrung und mit oder ohne gewichtsbasierter Ribavirin-Dosis über 12 Wochen angewendet. Die Ribavirin-Dosis war 1000 mg pro Tag, wenn die Patienten weniger als 75 kg wogen, bzw. 1200 mg pro Tag bei einem Körpergewicht von mindestens 75 kg.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"PEARL-I Genotyp 4, nicht vorbehandelt oder mit Peginterferon + Ribavirin vorbehandelt ohne Zirrhose";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"PEARL-I war eine randomisierte, internationale, multizentrische, unverblindete Studie an 135 Erwachsenen mit chronischer Hepatitis C Genotyp 4 ohne Zirrhose, die nicht vorbehandelt waren oder mit einer früheren pegIFN/RBV-Therapie kein SVR erreicht hatten. Nicht vorbehandelte Patienten erhielten randomisiert im Verhältnis 1:1 Ombitasvir, Paritaprevir und Ritonavir mit oder ohne Ribavirin für 12 Behandlungswochen. Mit PegIFN/RBV vorbehandelte Patienten erhielten Ombitasvir, Paritaprevir und Ritonavir in Kombination mit Ribavirin für 12 Wochen.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Die behandelten Patienten (n = 135) waren im Median 51 Jahre alt (Bereich: 19 bis 70); 63,7% waren nicht vorbehandelt, 17,0% waren frühere pegIFN/RBV-Nullresponder, 6,7% waren frühere pegIFN/RBV-Teilresponder, bei 12,6% war zuvor ein Rezidiv nach pegIFN/RBV-Behandlung aufgetreten; 65,2% waren männlich; 8,9% waren schwarz, 14,1% wiesen einen BMI von mindestens 30 kg/m2 auf; 69,6% zeigten bei Baseline HCV-RNA-Werte von mindestens 800’000 IE/ml; 78,5% hatten einen IL28B-nicht-CC-Genotyp; 6,7% wiesen brückenbildende Fibrose auf (F3).";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Tabelle 19 zeigt die SVR12-Raten für Patienten mit Genotyp-4-Infektion, nicht vorbehandelt oder zuvor mit pegIFN/RBV behandelt, die in PEARL-I Ombitasvir, Paritaprevir und Ritonavir mit oder ohne Ribavirin für 12 Wochen erhielten.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Tabelle 19. SVR12 bei Patienten mit Genotyp-4-Infektion in PEARL-I, die nicht vorbehandelt oder zuvor mit pegIFN/RBV behandelt worden waren";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"AGATE-I – Genotyp 4, nicht vorbehandelt oder mit Peginterferon + Ribavirin vorbehandelt mit kompensierter Zirrhose";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"AGATE-I war eine randomisierte, internationale, multizentrische, offene Studie mit Patienten mit chronischer Hepatitis-C-Infektion, Genotyp 4, mit kompensierter Zirrhose ohne Vorbehandlung oder ohne SVR nach Vorbehandlung mit pegIFN/RBV.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Die behandelten Patienten hatten ein medianes Alter von 56 Jahren (Bereich: 21-71); 51% waren nicht vorbehandelt; 29% waren Nullresponder auf die pegIFN/RBV-Vorbehandlung; 8% waren partielle Responder auf die pegIFN/RBV-Vorbehandlung; 12% hatten nach der pegIFN/RBV-Vorbehandlung ein Rezidiv entwickelt; 76% waren männlich; 17% waren schwarz; 29% hatten einen Body-Mass-Index von mindestens 30 kg/m2; 76% hatten zum Studienbeginn eine HCV-RNA-Konzentration von mindestens 800‘000 IE/ml; 86% wiesen einen IL28B-Nicht-CC-Genotyp auf; 12% hatten Plättchenzahlen unter 90× 109/l; 5% hatten einen Albuminwert unter 3.5 g/dl.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Tabelle 20 zeigt die SVR12-Raten bei mit Genotyp 4 infizierten Patienten mit kompensierter Zirrhose.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Tabelle 20. SVR12 bei mit Genotyp 4 infizierten Patienten mit kompensierter Zirrhose";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Gepoolte Analysen klinischer Studien an Patienten mit HCV-Genotyp-1 Infektion";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"In klinischen Phase-3-Studien erhielten 1088 Patienten (inkl. 194 Patienten mit Zirrhose) mit HCV-Genotyp-1-Infektion die für ihren jeweiligen HCV-Genotyp-1-Subtyp, ihren Zirrhosestatus und ihr Ansprechen auf eine Vorbehandlung empfohlene Therapie. Tabelle 21 zeigt die SVR-Raten dieser Patienten.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;" HCV-Genotyp 1bHCV-Genotyp 1aOhne Zirrhose Viekirax und ExvieraMit Zirrhose Viekirax und ExvieraOhne Zirrhose Viekirax und Exviera mit RBVMit Zirrhose Viekirax und Exviera mit RBV12 Wochen12 Wochen12 Wochen12 Wochen*Nicht vorbehandelt100% (210/210)100% (27/27)96% (403/420)92% (61/66)Vorbehandelt100% (91/91)100% (33/33)96% (166/173)94% (64/68)*Rezidiv nach Vorbehandlung100% (33/33)100% (3/3)94% (47/50)93% (14/15)Partielles Ansprechen auf Vorbehandlung100% (26/26)100% (5/5)100% (36/36)100% (11/11)Kein Ansprechen auf Vorbehandlung100% (32/32)100% (7/7)95% (83/87)93% (39/42)(24 Wochen)Andere Versagen auf Vorbehandlung0100% (18/18)†00GESAMT100% (301/301)100% (60/60)96% (569/593)93% (125/134)*";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"* Alle Patienten erhielten eine 12-wöchige Therapie, nur Patienten mit Genotyp-1a-Infektion und Zirrhose, die auf ihre Vorbehandlung nicht angesprochen hatten (Nullresponder), erhielten eine 24-wöchige Behandlung.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Eigenschaften/Wirkungen;"Bei 91,5% der Patienten mit HCV-Genotyp-1-Infektion in den klinischen Phase-3-Studien war während der Therapie keine Anpassung der Ribavirin-Dosis erforderlich. Bei den 8,5% der Patienten, bei denen die Ribavirin-Dosis während der Therapie geändert wurde, war die SVR-Rate (98,5%) vergleichbar mit derjenigen bei Patienten, bei denen die Ribavirin-Ausgangsdosis während der gesamten Behandlung beibehalten wurde.";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section13
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Kinetik;"Dasabuvir wird vorwiegend von CYP2C8 und in geringerem Mass von CYP3A metabolisiert. Nach Gabe einer Dosis von 400 mg 14C-Dasabuvir beim Menschen war unverändertes Dasabuvir die Hauptkomponente (ca. 60%) der substanzbedingten Radioaktivität im Plasma. Es wurden sieben Metaboliten im Plasma nachgewiesen. Der primäre Plasmametabolit war M1, der 21% der substanzbedingten Radioaktivität (AUC) im Blut ausmachte und in vitro ähnliche Aktivität gegen den Genotyp 1 aufweist wie die Muttersubstanz (nach Korrektur für Plasma-Proteinbindung).";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section14
Genotyp;Ombitasvir, Paritaprevir, Ritonavir;"Viekirax®";"J05AP53";Kinetik;"Bei geriatrischen Patienten ist keine Anpassung der Viekirax-Dosis erforderlich. In den klinischen Phase-3-Studien waren 8,5% (174/2053) der mit Genotyp 1 infizierten Patienten mindestens 65 Jahre alt. Zwischen diesen Patienten und jüngeren Probanden wurden insgesamt keine Unterschiede in Bezug auf Sicherheit und Wirksamkeit beobachtet. Aus den sonstigen gemeldeten klinischen Erfahrungen lassen sich ausserdem keine Unterschiede hinsichtlich des Therapieansprechens zwischen älteren und jüngeren Patienten ableiten (siehe «Dosierung/Anwendung»).";https://amiko.oddb.org/de/fi?gtin=65301&highlight=Genotyp&anchor=section14
Genotyp;Simvastatin;"Simvastatin-Mepha Lactab®";"C10AA01";Vorsichtsmassnahmen;"Die verminderte Funktion des hepatischen OATP-Transportproteins kann die systemische Exposition von Simvastatinsäure, sowie das Risiko für Myopathie und Rhabdomyolyse erhöhen. Die verminderte Funktion kann als Ergebnis einer Hemmung durch interagierende Arzneimittel (z.B. Ciclosporin) entstehen oder bei Patienten auftreten, die Träger des SLCO1B1 c.521T>C Genotyps sind.";https://amiko.oddb.org/de/fi?gtin=62612&highlight=Genotyp&anchor=section7
Genotyp;Simvastatin;"Simvastatin-Mepha Lactab®";"C10AA01";Vorsichtsmassnahmen;"Patienten, die das Allel c.521T>C des SLCO1B1 Gens tragen, das ein weniger aktives OATP1B1 Protein kodiert, haben eine erhöhte systemische Exposition von Simvastatinsäure, sowie ein erhöhtes Myopathierisiko. Das Risiko einer durch hochdosiertes Simvastatin (80 mg) bedingten Myopathie liegt ohne Gentest im Allgemeinen bei 1%. Basierend auf den Ergebnissen der SEARCH-Studie haben mit 80 mg behandelte Träger des homozygoten C-Allels (auch CC genannt) ein 15%iges Risiko für eine Myopathie innerhalb eines Jahres, während das Risiko bei Trägern des heterozygoten C-Allels (CT) bei 1,5% liegt. Patienten mit dem häufigsten Genotyp (TT) haben diesbezüglich ein Risiko von 0,3% (siehe «Pharmakokinetik»). Sofern verfügbar, sollten eine Genotypisierung bezüglich des Vorliegens des C-Allels als Teil der Nutzen-Risiko-Bewertung bei einzelnen Patienten vor einer Verordnung von Simvastatin 80 mg in Betracht gezogen, sowie hohe Dosen bei identifizierten Trägern des CC-Genotyps vermieden werden. Die Abwesenheit dieses Gens bei der Genotypisierung schliesst allerdings nicht aus, dass eine Myopathie auftreten kann.";https://amiko.oddb.org/de/fi?gtin=62612&highlight=Genotyp&anchor=section7
Genotyp;Simvastatin;"Simvastatin-Mepha Lactab®";"C10AA01";Kinetik;"Träger des c.521T>C Allels des SLCO1B1-Gens haben eine niedrigere OATP1B1-Aktivität. Die durchschnittliche Bioverfügbarkeit (AUC) des wichtigsten aktiven Metaboliten, Simvastatinsäure, beträgt 120% bei heterozygoten Trägern (CT) des C-Allels und 221% bei homozygoten Trägern (CC), bezogen auf die von Patienten mit dem häufigsten Genotyp (TT). Das C-Allel hat eine Häufigkeit von 18% in der europäischen Bevölkerung. Bei Patienten mit SLCO1B1 Polymorphismus besteht ein Risiko für eine verstärkte Exposition von Simvastatinsäure, welche zu einem erhöhten Rhabdomyolyserisiko führen kann (siehe «Warnhinweise und Vorsichtsmassnahmen, Myopathie/Rhabdomyolyse»).";https://amiko.oddb.org/de/fi?gtin=62612&highlight=Genotyp&anchor=section14
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Indikationen;"Epclusa wird zur Behandlung der chronischen Infektion mit dem Hepatitis-C-Virus (HCV) vom Genotyp 1 bis 6 bei Erwachsenen angewendet (siehe «Dosierung/Anwendung» und «Eigenschaften/Wirkungen»).";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section4
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Dosierung/Anwendung;"Tabelle 1: Empfohlene Behandlung und Dauer für alle HCV-Genotypen";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section5
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Dosierung/Anwendung;"a Bei Patienten mit HCV Genotyp 3 mit kompensierter Zirrhose kann eine Therapie mit Epclusa + Ribavirin für 12 Wochen in Betracht gezogen werden (siehe «Eigenschaften/Wirkungen»).";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section5
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Unerwünschte Wirkungen;"Die Beurteilung der Sicherheit von Epclusa beruhte auf gepoolten Daten aus 3 klinischen Phase-3-Studien (ASTRAL-1, -2 und -3) mit Patienten mit HCV-Infektion vom Genotyp 1, 2, 3, 4, 5 oder 6 (mit oder ohne kompensierte Zirrhose) einschliesslich 1'035 Patienten, die 12 Wochen lang mit Epclusa behandelt wurden.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section11
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Replikon-GenotypEC50 von Sofosbuvir, nMaEC50 von Velpatasvir, nMa1a400,0141b1100,0162a500,005-0,016c2b15b0,002-0,006c3a500,0044a400,0094dNA0,0045a15b0,021-0,054d6a14b0,006-0,0096eNA0,130d";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"b Für die Untersuchung wurden stabile chimäre 1b-Replikons verwendet, die NS5B-Gene von Genotyp 2b, 5a oder 6a trugen.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Replikon-GenotypReplikons, die NS5B trugen, aus klinischen IsolatenReplikons, die NS5A trugen, aus klinischen IsolatenAnzahl klinischer IsolateMediane EC50 von Sofosbuvir, nM (Bereich)Anzahl klinischer IsolateMediane EC50 von Velpatasvir, nM (Bereich)1a6762 (29-128)230,019 (0,011-0,078)1b29102 (45-170)340,012 (0,005-0,500)2a1529 (14-81)80,011 (0,006-0,364)2bNANA160,002 (0,0003-0,007)3a10681 (24-181)380,005 (0,002-1,871)4aNANA50,002 (0,001-0,004)4dNANA100,007 (0,004-0,011)4rNANA70,003 (0,002-0,006)5aNANA420,005 (0,001-0,019)6aNANA260,007 (0,0005-0,113)6eNANA150,024 (0,005-0,433)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Die Zugabe von 40% Humanserum hatte keine Auswirkungen auf die antivirale Aktivität von Sofosbuvir gegen HCV, verminderte jedoch die antivirale Aktivität von Velpatasvir gegen HCV-Replikons des Genotyps 1a um den Faktor 13.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"In Zellkulturen wurden HCV-Replikons mehrerer Genotypen, einschliesslich 1b, 2a, 2b, 3a, 4a, 5a und 6a, mit reduzierter Empfindlichkeit gegenüber Sofosbuvir selektiert. Die reduzierte Empfindlichkeit gegenüber Sofosbuvir war bei allen untersuchten Replikon-Genotypen mit der primären NS5B-Substitution S282T verbunden. Die gezielte Mutagenese der S282T-Substitution in Replikons von Genotyp 1 bis 6 führte zu einer 2- bis 18-fach geringeren Empfindlichkeit gegenüber Sofosbuvir und einer Verminderung der viralen Replikationskapazität um 89% bis 99% im Vergleich zum entsprechenden Wildtyp. In biochemischen Tests war die Fähigkeit des aktiven Triphosphats von Sofosbuvir (GS-461203) zur Hemmung der rekombinanten, S282T-Substitution exprimierenden NS5B-Polymerase der Genotypen 1b, 2a, 3a und 4a im Vergleich zur Fähigkeit zur Hemmung der rekombinanten Wildtyp-NS5B-Polymerase vermindert, was sich durch einen 8,5- bis 24-fachen Anstieg der Hemmkonzentration (IC50) zeigte.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"In Zellkulturen wurden HCV-Replikons mehrerer Genotypen, einschliesslich 1a, 1b, 2a, 3a, 4a, 5a und 6a, mit reduzierter Empfindlichkeit gegenüber Velpatasvir in vitro selektiert. Varianten wurden an den NS5A-Resistenz-assoziierten Positionen 24, 28, 30, 31, 32, 58, 92 und 93 selektiert. Bei den mit Resistenz assoziierten Varianten (resistance associated variants, RAV), die in 2 oder mehr Genotypen selektiert wurden, handelte es sich um F28S, L31I/V und Y93H. Die gezielte Mutagenese von bekannten NS5A-RAV zeigte, dass folgende Substitutionen mit einer >100-fach geringeren Empfindlichkeit gegenüber Velpatasvir verbunden sind: M28G, A92K und Y93H/N/R/W bei Genotyp 1a, A92K bei Genotyp 1b, C92T und Y93H/N bei Genotyp 2b, Y93H bei Genotyp 3 sowie L31V und P32A/L/Q/R bei Genotyp 6. Keine der einzelnen bei den Genotypen 2a, 4a oder 5a getesteten Substitutionen war mit einer >100-fach geringeren Empfindlichkeit gegenüber Velpatasvir verbunden. Kombinationen dieser Varianten zeigten oftmals eine stärkere Reduktion der Empfindlichkeit gegenüber Velpatasvir als einzelne RAV allein.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"In einer gepoolten Analyse von Patienten ohne Zirrhose oder mit kompensierter Zirrhose, die in drei Phase-3-Studien 12 Wochen lang Epclusa erhielten, waren 12 Patienten (2 mit Genotyp 1 und 10 mit Genotyp 3) aufgrund eines virologischen Versagens für eine Resistenzanalyse geeignet. Ein weiterer Patient mit einer HCV-Infektion vom Genotyp 3 zu Studienbeginn wies zum Zeitpunkt des virologischen Versagens eine HCV-Reinfektion vom Genotyp 1a auf und wurde von der virologischen Analyse ausgeschlossen. Bei keinem Patienten mit HCV-Infektion vom Genotyp 2, 4, 5 oder 6 kam es zu virologischem Versagen.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Von den beiden Patienten mit Genotyp 1 und virologischem Versagen zeigte sich zum Zeitpunkt des virologischen Versagens bei einem Patienten ein Virus mit der NS5A-RAV Y93N und bei dem anderen Patienten ein Virus mit den NS5A-RAV L31I/V und Y93H. Bei beiden Patienten lagen zu Studienbeginn NS5A-RAV vor. Zum Zeitpunkt des virologischen Versagens wurden bei den beiden Patienten keine NS5B-Nukleosidinhibitor-(NI-)RAV festgestellt.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Bei den 10 Patienten mit Genotyp 3 und virologischem Versagen wurden in allen Fällen zum Zeitpunkt des virologischen Versagens Y93H festgestellt (in 6 Fällen trat Y93H nach der Behandlung auf und in 4 Fällen zu Studienbeginn und nach der Behandlung). Bei diesen 10 Patienten wurden zum Zeitpunkt des virologischen Versagens keine NS5B-NI-RAV beobachtet.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"In einer Phase-3-Studie an Patienten mit dekompensierter Zirrhose, die 12 Wochen lang mit Epclusa + RBV behandelt wurden, waren 3 Patienten (1 mit Genotyp 1 und 2 mit Genotyp 3) aufgrund eines virologischen Versagens für eine Resistenzanalyse geeignet. In der Gruppe, die 12 Wochen lang Epclusa + RBV erhielt, kam es bei keinem Patienten mit HCV-Infektion vom Genotyp 2 oder 4 zu virologischem Versagen.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Der Patient mit HCV-Infektion vom Genotyp 1 und virologischem Versagen wies zum Zeitpunkt des virologischen Versagens keine NS5A- oder NS5B-RAV auf.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Einer der beiden Patienten mit Genotyp 3 und virologischem Versagen wies zum Zeitpunkt des Versagens NS5A-RAV Y93H auf. Bei einem weiteren Patienten mit Y93H zu Studienbeginn und virologischem Versagen zeigten sich zum Zeitpunkt des virologischen Versagens niedrige Spiegel (<5%) der NS5B-NI-RAV N142T und E237G. Die pharmakokinetischen Daten dieses Patienten entsprachen mangelnder Therapieadhärenz.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Es wurden Analysen durchgeführt, um den Zusammenhang zwischen NS5A-RAV, die zu Studienbeginn bereits vorlagen, und dem Behandlungsergebnis bei Patienten ohne Zirrhose oder mit kompensierter Zirrhose in drei klinischen Phase-3-Studien (ASTRAL-1, ASTRAL-2 und ASTRAL-3) zu untersuchen. Von den 1'035 Patienten, die in den drei klinischen Phase-3-Studien eine Behandlung mit Sofosbuvir/Velpatasvir erhielten, wurden 1'023 Patienten in die Analyse von NS5A-RAV einbezogen; 7 Patienten wurden ausgeschlossen, da sie weder ein anhaltendes virologisches Ansprechen (SVR12, sustained virologic response) erreichten noch ein virologisches Versagen aufwiesen, und 5 weitere Patienten wurden wegen fehlgeschlagener NS5A-Gensequenzierung ausgeschlossen. In der gepoolten Analyse der Phase-3-Studien wies das Virus von 380/1'023 Patienten (37%) zu Studienbeginn bereits NS5A-RAV auf. Bei Patienten mit HCV-Infektion vom Genotyp 2, 4 und 6 zeigte sich eine höhere Prävalenz von NS5A-RAV (70%, 63% bzw. 52%) als bei Patienten mit HCV-Infektion vom Genotyp 1 (23%), Genotyp 3 (16%) und Genotyp 5 (18%).";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Die RAVs zu Studienbeginn hatten scheinbar keine relevante Auswirkung auf die SVR12-Raten bei Patienten, die mit HCV-Genotyp 1, 2, 4, 5 und 6 infiziert waren, wie in Tabelle 7 zusammengefasst. Patienten mit einer Infektion vom Genotyp 3 mit NS5A-RAV Y93H hatten zu Studienbeginn eine niedrigere SVR12-Rate als Patienten ohne Y93H nach 12-wöchiger Behandlung mit Epclusa, wie in Tabelle 8 zusammengefasst. In der Studie ASTRAL-3 wurde Y93H RAV zu Studienbeginn bei 9% der mit Epclusa behandelten Patienten festgestellt.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 7: SVR12 bei Patienten mit oder ohne NS5A-RAV zu Studienbeginn nach HCV-Genotyp (Studien ASTRAL-1, ASTRAL-2 und ASTRAL-3)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;" Epclusa 12 WochenGenotyp 1Genotyp 3Genotyp 2, 4, 5 oder 6InsgesamtMit jeglichen NS5A-RAV zu Studienbeginn97% (73/75)88% (38/43)100% (262/262)98% (373/380)Ohne NS5A-RAV zu Studienbeginn100% (251/251)97% (225/231)100% (161/161)99% (637/643)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Es wurden Analysen durchgeführt, um den Zusammenhang zwischen NS5A-RAV, die zu Studienbeginn bereits vorlagen, und dem Behandlungsergebnis bei Patienten mit dekompensierter Zirrhose in einer Phase-3-Studie (ASTRAL-4) zu untersuchen. Von den 87 Patienten, die eine Behandlung mit Epclusa + RBV erhielten, wurden 85 Patienten in die Analyse der NS5A-RAV einbezogen; 2 Patienten wurden ausgeschlossen, da sie weder eine SVR12 erreichten noch ein virologisches Versagen aufwiesen. Unter den Patienten, die 12 Wochen lang mit Epclusa + RBV behandelt wurden, wiesen 29% (25/85) zu Studienbeginn ein Virus mit NS5A-RAV auf: 29% (19/66) der Patienten mit HCV vom Genotyp 1, 75% (3/4) mit HCV vom Genotyp 2, 15% (2/13) mit HCV vom Genotyp 3 und 50% (1/2) mit HCV vom Genotyp 4.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Tabelle 9: SVR12 bei Patienten mit oder ohne NS5A-RAV zu Studienbeginn nach HCV-Genotyp (Studie ASTRAL-4)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;" Epclusa + RBV 12 WochenGenotyp 1Genotyp 3Genotyp 2 oder 4InsgesamtMit jeglichen NS5A-RAV zu Studienbeginn100% (19/19)50% (1/2)100% (4/4)96% (24/25)Ohne NS5A-RAV zu Studienbeginn98% (46/47)91% (10/11)100% (2/2)98% (58/60)";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
Genotyp;Direkt wirkende antivirale Mittel;"Epclusa®";"J05A";Eigenschaften/Wirkungen;"Der einzelne Genotyp-3-Patient mit NS5A-RAV zu Studienbeginn, der keine SVR12 erreichte, wies zu Studienbeginn die NS5A-Substitution Y93H auf; die pharmakokinetischen Daten dieses Patienten entsprachen mangelnder Therapieadhärenz.";https://amiko.oddb.org/de/fi?gtin=66095&highlight=Genotyp&anchor=section13
